id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
182610,Rural Medical Practitioner,RURAL MEDICAL PRACTITIONER RL3.1-RL3.5,248700,Alice Springs,Fixed (Temporary) - Full Time,"Community Services, Medical",1.0,0,0,Very Remote,Central Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
182611,Senior Correctional Officer ,SENIOR CORRECTIONAL OFFICER,75863,Alice Springs,Fixed (Temporary) - Full Time,"Education and Training, Prison Services",1.0,0,0,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,Intermediate,24000 - 88000,0.0,No
182612,Senior Rural Medical Practitioner,SNR RURAL MEDICAL PRACTITIONER RL4.1-4.4,216400,Alice Springs,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,2,0,Very Remote,Central Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
182616,Senior Systems Administrator,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Communication Technology (ICT)",1.0,26,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,88000 - 103000,1.0,Yes
182621,"Manager Strategy, Rights and Advice",SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Community Services, Executive and Senior Management, Social Work",1.0,18,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,First Management,134000 - 384000,1.0,Yes
182624,Criminal Records Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Records Management",1.0,112,2,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,2.0,Yes
182630,Director Marine Safety-Regional Harbourmaster,SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,Transport and Logistics,1.0,13,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Middle Management,134000 - 384000,1.0,Yes
182636,Senior Specialist Mental Health Worker,PROFESSIONAL 3,117313,Alice Springs,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Community Services, Professional, Nursing and Midwifery",1.0,1,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
182645,Continuous Quality Improvement Facilitator,NURSE LEVEL 5 RDO,132461,Darwin,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",2.0,8,2,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
182649,Trainer Assessor/Teacher Trainer,ADMINISTRATIVE OFFICER 6,102135,Gunbalanya-Oenpelli,Fixed (Temporary) - Full Time,"Education and Training, Environment, Natural Resources and Conservation, Tourism and Culture",1.0,2,0,Remote,Top End Region,No,Yes,Department of Education,Entry,88000 - 103000,0.0,No
182651,Numbulwar Primary Health Centre Manager,NURSE LEVEL 5 RDO,132461,Numbulwar,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,2,0,Very Remote,East Arnhem Region,No,No,Department of Health,First Management,103000 - 134000,0.0,No
182655,Social Worker ,PROFESSIONAL 2,98618,Alice Springs,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Social Work",1.0,11,2,Very Remote,Central Region,No,No,Department of Health,Entry,88000 - 103000,2.0,Yes
182656,Technical Lead System Administrator,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,10,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,103000 - 134000,1.0,Yes
182661,General Surgical Fellow,FELLOW FEL1,192000,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,3,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
182670,Nephrologist,SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,Medical,1.0,8,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,1.0,Yes
182671,"Manager, Community Engagement",ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Communication, Media and Public Relations, Program and Project Management, Tourism and Culture",1.0,20,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",First Management,88000 - 103000,1.0,Yes
182674,Trauma Coordinator,NURSE LEVEL 6 RDO,145427,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Medical, Allied Health and Health Care Services",1.0,2,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,1.0,Yes
182675,Laundry Driver Hand ,PHYSICAL 2 - RDO,59613,Darwin,Ongoing (Permanent) - Full Time,Hospitality and Food Services,2.0,84,2,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
182681,Social Worker,PROFESSIONAL 2,98618,Nhulunbuy,Fixed (Temporary) - Full Time,"Professional, Community Services, Allied Health and Health Care Services, Social Work",1.0,6,0,Remote,East Arnhem Region,No,No,Department of Health,Entry,88000 - 103000,0.0,No
182683,Clinical Nurse Specialist – Mental Health Access Team ,NURSE LEVEL 4 RDO,122287,Darwin,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",2.0,2,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.5,Yes
182689,Senior Compliance Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Communication, Media and Public Relations, Community Services, Legal",1.0,24,0,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Intermediate,88000 - 103000,0.0,No
182691,Student Attendance Coordinator,ADMINISTRATIVE OFFICER 4 96%,90492,Lajamanu (Hooker Ck),Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,0,0,Remote,Top End Region,No,No,Department of Education,Intermediate,88000 - 103000,0.0,No
182696,Teaching and Learning Officer,SENIOR TEACHER 1,133553,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,3,0,Very Remote,Central Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
182704,Learning on Country Coordinator,ADMINISTRATIVE OFFICER 6,102135,Lake Evella,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,4,1,Very Remote,East Arnhem Region,No,No,Department of Education,Intermediate,88000 - 103000,1.0,Yes
182705,Social Worker ,PROFESSIONAL 2,98618,Alice Springs,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Social Work",1.0,0,0,Very Remote,Central Region,No,No,Department of Health,Entry,88000 - 103000,0.0,No
182706,Graduate Speech Pathologist,PROFESSIONAL 1,77961,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,6,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
182714,"Consultant, National Assessment Literacy Assessment T-9",SENIOR TEACHER 2,138843,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,134000 - 384000,1.0,Yes
182721,Client Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Sport and Recreation",1.0,13,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",First Management,103000 - 134000,1.0,Yes
182722,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Bulman-Gullin Gullin,Fixed (Temporary) - Full Time,Education and Training,1.0,5,1,Very Remote,Big Rivers Region,No,Yes,Department of Education,First Management,134000 - 384000,1.0,Yes
182725,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Mataranka,Fixed (Temporary) - Full Time,"Education and Training, Human Resources and Work Health Safety",1.0,9,1,Very Remote,Big Rivers Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
182726,Reception / Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Information and Records Management, Tourism and Culture",1.0,133,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",Entry,24000 - 88000,1.0,Yes
182728,Manager Parliamentary Education Services,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,0,0,Outer Regional,Darwin Region,No,Yes,Department of the Legislative Assembly,First Management,103000 - 134000,0.0,No
182734,Stores/Inventory Officer,ADMINISTRATIVE OFFICER 3,68933,Tennant Creek,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,8,1,Remote,Barkly Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
182736,Administration Manager,ADMINISTRATIVE OFFICER 5,90492,Nhulunbuy,Fixed (Temporary) - Full Time,"Administration and Business Services, Accounting and Finance, Education and Training, Human Resources and Work Health Safety",1.0,18,0,Remote,East Arnhem Region,No,No,Department of Education,First Management,88000 - 103000,0.0,No
182737,Team Leader,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,17,0,Outer Regional,Darwin Region,No,Yes,"Department of Infrastructure, Planning and Logistics",First Management,88000 - 103000,0.0,No
182741,Curriculum Coach ,SENIOR TEACHER 1,133553,Lake Evella,Ongoing (Permanent) - Full Time,Education and Training,1.0,5,1,Very Remote,East Arnhem Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
182747,Primary Health Care Nurse,NURSE LEVEL 4 RDO,122287,Yuendumu,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,4,0,Very Remote,Central Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
182752,Executive Information Coordinator,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,8,0,Very Remote,Central Region,No,Yes,"Department of Infrastructure, Planning and Logistics",Intermediate,24000 - 88000,0.0,No
182758,Classroom Teacher,CLASSROOM TEACHER,84191,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,2.0,5,0,Very Remote,Central Region,No,Yes,Department of Education,Entry,24000 - 88000,0.0,No
182763,Executive Director,EXECUTIVE OFFICER 2 - EXECUTIVE CONTRACT,251074,Darwin,Fixed (Temporary) - Full Time,"Executive and Senior Management, Administration and Business Services",1.0,47,0,Outer Regional,Darwin Region,No,No,Department of Trade Business and Innovation,Middle Management,134000 - 384000,0.0,No
182764,Data Warehouse Developer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Information and Records Management, Professional",1.0,18,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,0.0,No
182769,Operational Support Officer  ,TECHNICAL 2,71080,Batchelor,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Community Services",2.0,18,2,Remote,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Entry,24000 - 88000,1.0,Yes
182771,Community Engagement Logistics Officer ,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,24,2,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,2.0,Yes
182776,Aboriginal and Islander Education Worker,ADMINISTRATIVE OFFICER 4 92%,90492,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training",1.0,14,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
182779,Senior Coordinator Community Engagement,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,9,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Intermediate,103000 - 134000,0.0,No
182783,Nurse Clinical Coordinator (Inpatient Unit),NURSE LEVEL 5 RDO,132461,Darwin,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
182784,Nurse Clinical Coordinator (Inpatient Unit),NURSE LEVEL 5 RDO,132461,Darwin,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,6,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
182785,Contracts Coordinator,ADMINISTRATIVE OFFICER 7,118256,Alice Springs,Ongoing (Permanent) - Full Time,"Accounting and Finance, Procurement, Grants and Contract Management, Administration and Business Services",1.0,12,0,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
182788,Land Management Project Officer – Weeds and Fire,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Environment, Natural Resources and Conservation",1.0,16,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Entry,88000 - 103000,1.0,Yes
182789,Mental Health Nurse,NURSE LEVEL 2 RDO,90082,Alice Springs,Fixed (Temporary) - Full Time,Nursing and Midwifery,2.0,6,1,Very Remote,Central Region,No,Yes,Department of Health,Entry,88000 - 103000,0.5,Yes
182792,Inventory Contract Manager,PWC BAND 3 ADMIN CORPORATE SERVICES FT,133374,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Procurement, Grants and Contract Management",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Health,First Management,103000 - 134000,1.0,Yes
182796,Senior Financial Analyst,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Education,Intermediate,88000 - 103000,1.0,Yes
182798,Community Engagement Coordinator,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Community Services",1.0,19,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Intermediate,88000 - 103000,0.0,No
182799,Service Coordinator,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Aged and Disability Care, Allied Health and Health Care Services, Community Services",1.0,3,0,Very Remote,Central Region,No,Yes,Department of Health,Intermediate,88000 - 103000,0.0,No
182800,Lead Mentor,ADMINISTRATIVE OFFICER 5 - BIITE,102135,Darwin,Casual,Administration and Business Services,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,0.0,No
182803,Casual Trainer,ACADEMIC LEVEL B,103000,Darwin,Casual,Education and Training,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,0.0,No
182808,Clinical Nurse Specialist (Adult Mental Health),NURSE LEVEL 4 RDO,122287,Palmerston,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
182811,Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Katherine,Ongoing (Permanent) - Full Time,"Administration and Business Services, Child Protection",1.0,34,1,Remote,Big Rivers Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
182812,Case Support Worker,ADMINISTRATIVE OFFICER 3,68933,Katherine,Ongoing (Permanent) - Full Time,"Child Protection, Community Services, Social Work, Administration and Business Services",1.0,30,0,Remote,Big Rivers Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
182817,Property Contract Officer,TECHNICAL 5,103447,Katherine,Fixed (Temporary) - Full Time,"Community Services, Information and Records Management",1.0,0,0,Remote,Big Rivers Region,No,Yes,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,0.0,No
182819,Manager Internal Communications and Employment Brand,PWC BAND 4 ADMIN CORPORATE SERVICES FT,165431,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Communication, Media and Public Relations",1.0,18,1,Outer Regional,Darwin Region,No,No,Department of Health,First Management,134000 - 384000,1.0,Yes
182830,Horticulture Extension Officer,PROFESSIONAL 1,77961,Darwin,Fixed (Temporary) - Full Time,"Agriculture, Animal and Horticulture, Professional",1.0,7,1,Outer Regional,Darwin Region,No,No,"Department of Industry, Tourism and Trade",Entry,24000 - 88000,1.0,Yes
182832,Senior Extension Officer ,PROFESSIONAL 3,117313,"Alice Springs, Darwin, Katherine",Fixed (Temporary) - Full Time,"Agriculture, Animal and Horticulture, Primary Industry, Professional",1.0,13,1,Outer Regional,Darwin Region,Yes,No,"Department of Industry, Tourism and Trade",Intermediate,103000 - 134000,1.0,Yes
182835,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Mutitjulu (Ayers Ro),Fixed (Temporary) - Full Time,Education and Training,1.0,8,1,Very Remote,Barkly Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
182836,Assistant Project Administrator,ADMINISTRATIVE OFFICER 3,68933,Nhulunbuy,Ongoing (Permanent) - Full Time,"Administration and Business Services, Procurement, Grants and Contract Management",1.0,17,1,Remote,East Arnhem Region,No,No,"Department of Infrastructure, Planning and Logistics",Entry,24000 - 88000,1.0,Yes
182838,Senior Teacher - Bilingual Education,SENIOR TEACHER 1,133553,Willowra-Wirilyatjar,Fixed (Temporary) - Full Time,Education and Training,1.0,3,0,Very Remote,Central Region,No,No,Department of Education,Intermediate,103000 - 134000,0.0,No
182840,Quality Teaching Consultant,SENIOR TEACHER 2,138843,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,1,0,Outer Regional,Darwin Region,No,Yes,Department of Education,Entry,134000 - 384000,0.0,No
182852,Review Officer,PROFESSIONAL 2,98618,Darwin,Fixed (Temporary) - Full Time,"Child Protection, Social Work, Professional",1.0,4,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,0.0,No
182862,Senior Aboriginal Health Practitioner ,ABORIGINAL HEALTH PRACTITIONERS CLASS 4,114876,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical",1.0,3,0,Outer Regional,Darwin Region,No,Yes,Department of Health,Intermediate,103000 - 134000,0.0,No
182865,Classroom Teacher,CLASSROOM TEACHER,84191,Katherine,Fixed (Temporary) - Full Time,Education and Training,1.0,6,0,Remote,Big Rivers Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
182866,Community Resilience Officer,ADMINISTRATIVE OFFICER 5,90492,Alice Springs,Ongoing (Permanent) - Full Time,"Police, Fire and Emergency Workers",1.0,7,1,Very Remote,Central Region,No,No,"NT Police, Fire and Emergency Services",Entry,88000 - 103000,1.0,Yes
182873,Psychologist,PROFESSIONAL 3,117313,Alice Springs,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,0,0,Very Remote,Central Region,No,No,"NT Police, Fire and Emergency Services",Entry,103000 - 134000,0.0,No
182883,Collection Development Coordinator,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Part Time,"Administration and Business Services, Information and Records Management",1.0,22,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",Intermediate,88000 - 103000,1.0,Yes
182884,Planning Officer,ADMINISTRATIVE OFFICER 5,90492,"Alice Springs, Darwin",Ongoing (Permanent) - Full Time,"Police, Fire and Emergency Workers",2.0,32,1,Outer Regional,Darwin Region,Yes,No,"NT Police, Fire and Emergency Services",Entry,88000 - 103000,0.5,Yes
182891,Administration Support Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Program and Project Management, Administration and Business Services, Allied Health and Health Care Services",1.0,62,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
182893,Psychologist,PROFESSIONAL 3,117313,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,3,0,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,103000 - 134000,0.0,No
182895,Governance Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Legal",1.0,18,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,103000 - 134000,1.0,Yes
182903,Student Wellbeing and Inclusion Coordinator,SENIOR TEACHER 4,151745,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,7,1,Outer Regional,Darwin Region,No,Yes,Department of Education,Intermediate,134000 - 384000,1.0,Yes
182910,Child and Family Health Nurse,NURSE LEVEL 4 RDO,122287,Wurrumiyanga (Nguiu –Bathurst Is),Fixed (Temporary) - Full Time,"Nursing and Midwifery, Medical",1.0,8,1,Remote,Top End Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
182913,Archives Access Officer,ADMINISTRATIVE OFFICER 5,90492,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Community Services",3.0,23,2,Very Remote,Central Region,No,No,"Department of Tourism, Sport and Culture",Entry,88000 - 103000,0.6666666666666666,Yes
182930,Senior District Ranger,TECHNICAL 4,91927,Ormiston Gorge,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Tourism and Culture",1.0,4,1,Very Remote,Central Region,No,No,"Department of Tourism, Sport and Culture",Intermediate,88000 - 103000,1.0,Yes
182939,Business Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Alice Springs,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services, Prison Services",1.0,13,1,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,First Management,134000 - 384000,1.0,Yes
182940,Senior Ranger,TECHNICAL 3 - RDO,81825,Batchelor,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Tourism and Culture",1.0,6,0,Remote,Darwin Region,No,No,"Department of Tourism, Sport and Culture",Intermediate,24000 - 88000,0.0,No
182944,Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Winnellie,Fixed (Temporary) - Full Time,"Administration and Business Services, Environment, Natural Resources and Conservation",1.0,66,1,Remote,Darwin Region,No,Yes,"Department of Environment, Parks and Water Security",Entry,24000 - 88000,1.0,Yes
182945,Dental Assistant,TECHNICAL 2,71080,Alice Springs,Fixed (Temporary) - Part Time,Allied Health and Health Care Services,1.0,2,0,Very Remote,Central Region,No,Yes,Department of Health,Entry,24000 - 88000,0.0,No
182949,Regulatory Analyst,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Trades, Maintenance and Services",1.0,11,0,Outer Regional,Darwin Region,No,No,Department of Treasury and Finance,Intermediate,88000 - 103000,0.0,No
182955,Assistant Principal,SENIOR TEACHER 3,147568,Alyangula,Fixed (Temporary) - Full Time,Education and Training,1.0,7,1,Very Remote,East Arnhem Region,No,Yes,Department of Education,First Management,134000 - 384000,1.0,Yes
182964,Senior Analyst,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,11,1,Outer Regional,Darwin Region,No,No,Department of Treasury and Finance,Intermediate,88000 - 103000,1.0,Yes
182967,Psychologist / Social Worker,PROFESSIONAL 3,117313,Darwin,Ongoing (Permanent) - Full Time,"Prison Services, Professional, Social Work",1.0,8,2,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,103000 - 134000,2.0,Yes
182970,Senior Business Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Accounting and Finance, Information and Records Management",1.0,17,1,Outer Regional,Darwin Region,No,No,"Department of Industry, Tourism and Trade",First Management,103000 - 134000,1.0,Yes
182973,Senior Consultant,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Human Resources and Work Health Safety, Administration and Business Services",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Intermediate,103000 - 134000,1.0,Yes
182975,Project Assistant,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training",1.0,39,1,Outer Regional,Darwin Region,No,Yes,Department of Education,Entry,24000 - 88000,1.0,Yes
182982,Project Administrator,ADMINISTRATIVE OFFICER 4,79987,Nhulunbuy,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services, Procurement, Grants and Contract Management, Program and Project Management",1.0,13,2,Remote,East Arnhem Region,No,Yes,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,2.0,Yes
182991,Clinical Leader,PROFESSIONAL 3,117313,Alice Springs,Ongoing (Permanent) - Full Time,"Professional, Allied Health and Health Care Services, Medical",1.0,1,1,Very Remote,Central Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
182994,Principal Land Management Officer ,PROFESSIONAL 3,117313,Palmerston,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Professional, Science",1.0,7,0,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",First Management,103000 - 134000,0.0,No
183004,Senior Manager - Central Mobility Unit,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,2,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
183006,Child Protection Practioner / Senior Child Protection Practitioner,"PROFESSIONAL 1, PROFESSIONAL 2",88290,"Alice Springs, Tennant Creek",Ongoing (Permanent) - Full Time,"Child Protection, Professional, Social Work",2.0,16,1,Remote,Barkly Region,Yes,No,"Department of Territory Families, Housing and Communities",Intermediate,24000 - 88000,0.5,Yes
183012,Child Protection Practitioner,"PROFESSIONAL 1, PROFESSIONAL 2",88290,"Alice Springs, Tennant Creek",Ongoing (Permanent) - Full Time,"Child Protection, Professional, Social Work",1.0,10,0,Remote,Barkly Region,Yes,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
183013,Primary Health Care Nurse,"NURSE LEVEL 3, NURSE LEVEL 4",116000,"Batchelor, Borroloola, Maningrida, Milikapiti-Snake Bay, Wurrumiyanga (Nguiu –Bathurst Is), Numbulwar, Wadeye-Port Keats",Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",2.0,13,1,Remote,Darwin Region,Yes,No,Department of Health,Entry,103000 - 134000,0.5,Yes
183014,Program Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Procurement, Grants and Contract Management, Program and Project Management",1.0,19,1,Outer Regional,Darwin Region,No,No,Department of Trade Business and Innovation,Entry,88000 - 103000,1.0,Yes
183015,Clinical Pharmacy Services Manager,SENIOR PROFESSIONAL OFFICER 1,135933,"Darwin, Palmerston",Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical, Professional",1.0,1,0,Outer Regional,Darwin Region,Yes,No,Department of Health,First Management,134000 - 384000,0.0,No
183018,Senior Pharmacist Medication Safety,PROFESSIONAL 3,117313,"Darwin, Palmerston",Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Medical, Professional",1.0,1,1,Outer Regional,Darwin Region,Yes,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
183025,Inclusion and Support Classroom Teacher,CLASSROOM TEACHER,84191,Darwin,Fixed (Temporary) - Part Time,Education and Training,1.0,11,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
